sortNumber;code;officialTitle;mediumTitle;shortTitle
2156;SK0412521086;Zbudske Dlhe;Zbudske Dlhe;Zbudske Dlhe
2157;SK0412521116;Zubne;Zubne;Zubne
2158;SK0412528803;Kosarovce;Kosarovce;Kosarovce
2159;SK0412528897;Nizna Sitnica;Nizna Sitnica;Nizna Sitnica
2160;SK0412528951;Pakostov;Pakostov;Pakostov
2161;SK0412529010;Pritulany;Pritulany;Pritulany
2162;SK0412529061;Rohoznik;Rohoznik;Rohoznik
2163;SK0412529087;Ruska Kajna;Ruska Kajna;Ruska Kajna
2164;SK0412529095;Ruska Poruba;Ruska Poruba;Ruska Poruba
2165;SK0412529249;Vysna Sitnica;Vysna Sitnica;Vysna Sitnica
2166;SK0412529273;Zavada;Zavada;Zavada
2167;SK0412559547;Jasenov;Jasenov;Jasenov
2168;SK0412559598;Hazin nad Cirochou;Hazin nad Cirochou;Hazin nad Cirochou
2169;SK0412559636;Sopkovce;Sopkovce;Sopkovce
2170;SK0412559644;Gruzovce;Gruzovce;Gruzovce
2171;SK0412559652;Maskovce;Maskovce;Maskovce
2172;SK0412582140;Lackovce;Lackovce;Lackovce
2173;SK0413523399;Abrahamovce;Abrahamovce;Abrahamovce
2174;SK0413523411;Busovce;Busovce;Busovce
2175;SK0413523429;Cerveny Klastor;Cerveny Klastor;Cerveny Klastor
2176;SK0413523461;Havka;Havka;Havka
2177;SK0413523470;Holumnica;Holumnica;Holumnica
2178;SK0413523500;Hradisko;Hradisko;Hradisko
2179;SK0413523526;Huncovce;Huncovce;Huncovce
2180;SK0413523534;Ihlany;Ihlany;Ihlany
2181;SK0413523551;Javorina (vojensky obvod);Javorina;Javorina (voj.obvod)
2182;SK0413523569;Jezersko;Jezersko;Jezersko
2183;SK0413523577;Jurske;Jurske;Jurske
2184;SK0413523585;Kezmarok;Kezmarok;Kezmarok
2185;SK0413523607;Krizova Ves;Krizova Ves;Krizova Ves
2186;SK0413523615;Lechnica;Lechnica;Lechnica
2187;SK0413523623;Lendak;Lendak;Lendak
2188;SK0413523674;Majere;Majere;Majere
2189;SK0413523682;Lubica;Lubica;Lubica
2190;SK0413523712;Matiasovce;Matiasovce;Matiasovce
2191;SK0413523739;Mlynceky;Mlynceky;Mlynceky
2192;SK0413523771;Osturna;Osturna;Osturna
2193;SK0413523780;Podhorany;Podhorany;Podhorany
2194;SK0413523798;Rakusy;Rakusy;Rakusy
2195;SK0413523801;Relov;Relov;Relov
2196;SK0413523810;Slovenska Ves;Slovenska Ves;Slovenska Ves
2197;SK0413523828;Spisska Bela;Spisska Bela;Spisska Bela
2198;SK0413523836;Spisska Stara Ves;Spisska Stara Ves;Spisska Stara Ves
2199;SK0413523861;Spisske Hanusovce;Spisske Hanusovce;Spisske Hanusovce
2200;SK0413523887;Stara Lesna;Stara Lesna;Stara Lesna
2201;SK0413523909;Strane pod Tatrami;Strane pod Tatrami;Strane pod Tatrami
2202;SK0413523976;Toporec;Toporec;Toporec
2203;SK0413523984;Tvarozna;Tvarozna;Tvarozna
2204;SK0413523992;Velka Frankova;Velka Frankova;Velka Frankova
2205;SK0413524000;Velka Lomnica;Velka Lomnica;Velka Lomnica
2206;SK0413524042;Vlkova;Vlkova;Vlkova
2207;SK0413524051;Vlkovce;Vlkovce;Vlkovce
2208;SK0413524069;Vojnany;Vojnany;Vojnany
2209;SK0413524077;Vrbov;Vrbov;Vrbov
2210;SK0413524085;Vyborna;Vyborna;Vyborna
2211;SK0413524115;Zalesie;Zalesie;Zalesie
2212;SK0413524123;Zakovce;Zakovce;Zakovce
2213;SK0413559938;Mala Frankova;Mala Frankova;Mala Frankova
2214;SK0413581241;Maly Slavkov;Maly Slavkov;Maly Slavkov
2215;SK0414526371;Baldovce;Baldovce;Baldovce
2216;SK0414526380;Beharovce;Beharovce;Beharovce
2217;SK0414526401;Bijacovce;Bijacovce;Bijacovce
2218;SK0414526410;Brutovce;Brutovce;Brutovce
2219;SK0414526428;Buglovce;Buglovce;Buglovce
2220;SK0414526452;Dlhe Straze;Dlhe Straze;Dlhe Straze
2221;SK0414526461;Dolany;Dolany;Dolany
2222;SK0414526479;Domanovce;Domanovce;Domanovce
2223;SK0414526487;Dravce;Dravce;Dravce
2224;SK0414526495;Dubrava;Dubrava;Dubrava
2225;SK0414526517;Granc-Petrovce;Granc-Petrovce;Granc-Petrovce
2226;SK0414526525;Harakovce;Harakovce;Harakovce
2227;SK0414526606;Vysne Repase;Vysne Repase;Vysne Repase
2228;SK0414526614;Vysny Slavkov;Vysny Slavkov;Vysny Slavkov
2229;SK0414543179;Jablonov;Jablonov;Jablonov
2230;SK0414543225;Klcov;Klcov;Klcov
2231;SK0414543276;Kurimany;Kurimany;Kurimany
2232;SK0414543292;Levoca;Levoca;Levoca
2233;SK0414543314;Lucka;Lucka;Lucka
2234;SK0414543381;Nemesany;Nemesany;Nemesany
2235;SK0414543390;Nizne Repase;Nizne Repase;Nizne Repase
2236;SK0414543420;Olsavica;Olsavica;Olsavica
2237;SK0414543446;Ordzovany;Ordzovany;Ordzovany
2238;SK0414543454;Pavlany;Pavlany;Pavlany
2239;SK0414543462;Polanovce;Polanovce;Polanovce
2240;SK0414543471;Pongracovce;Pongracovce;Pongracovce
2241;SK0414543578;Spisske Podhradie;Spisske Podhradie;Spisske Podhradie
2242;SK0414543608;Spissky Hrhov;Spissky Hrhov;Spissky Hrhov
2243;SK0414543624;Spissky Stvrtok;Spissky Stvrtok;Spissky Stvrtok
2244;SK0414543641;Studenec;Studenec;Studenec
2245;SK0414543675;Torysky;Torysky;Torysky
2246;SK0414543691;Uloza;Uloza;Uloza
2247;SK0414581640;Korytne;Korytne;Korytne
2248;SK0415520071;Brestov nad Laborcom;Brestov nad Laborcom;Brestov nad Laborcom
2249;SK0415520098;Cabalovce;Cabalovce;Cabalovce
2250;SK0415520101;Cabiny;Cabiny;Cabiny
2251;SK0415520128;Certizne;Certizne;Certizne
2252;SK0415520187;Habura;Habura;Habura
2253;SK0415520314;Kalinov;Kalinov;Kalinov
2254;SK0415520411;Krasny Brod;Krasny Brod;Krasny Brod
2255;SK0415520471;Medzilaborce;Medzilaborce;Medzilaborce
2256;SK0415520519;Nagov;Nagov;Nagov
2257;SK0415520578;Olka;Olka;Olka
2258;SK0415520586;Olsinkov;Olsinkov;Olsinkov
2259;SK0415520616;Palota;Palota;Palota
2260;SK0415520691;Radvan nad Laborcom;Radvan nad Laborcom;Radvan nad Laborcom
2261;SK0415520705;Repejov;Repejov;Repejov
2262;SK0415520713;Roskovce;Roskovce;Roskovce
2263;SK0415520853;Sukov;Sukov;Sukov
2264;SK0415520861;Svetlice;Svetlice;Svetlice
2265;SK0415520951;Valentovce;Valentovce;Valentovce
2266;SK0415520993;Volica;Volica;Volica
2267;SK0415521001;Vyrava;Vyrava;Vyrava
2268;SK0415521060;Zbojne;Zbojne;Zbojne
2269;SK0415521078;Zbudska Bela;Zbudska Bela;Zbudska Bela
2270;SK0415559610;Rokytovce;Rokytovce;Rokytovce
2271;SK0416523381;Poprad;Poprad;Poprad
2272;SK0416523402;Batizovce;Batizovce;Batizovce
2273;SK0416523437;Ganovce;Ganovce;Ganovce
2274;SK0416523445;Gerlachov;Gerlachov;Gerlachov
2275;SK0416523488;Horka;Horka;Horka
2276;SK0416523496;Hozelec;Hozelec;Hozelec
2277;SK0416523518;Hranovnica;Hranovnica;Hranovnica
2278;SK0416523542;Janovce;Janovce;Janovce
2279;SK0416523593;Kravany;Kravany;Kravany
2280;SK0416523631;Liptovska Teplicka;Liptovska Teplicka;Liptovska Teplicka
2281;SK0416523658;Lucivna;Lucivna;Lucivna
2282;SK0416523721;Mengusovce;Mengusovce;Mengusovce
2283;SK0416523747;Mlynica;Mlynica;Mlynica
2284;SK0416523763;Nova Lesna;Nova Lesna;Nova Lesna
2285;SK0416523844;Spisska Teplica;Spisska Teplica;Spisska Teplica
2286;SK0416523852;Spisske Bystre;Spisske Bystre;Spisske Bystre
2287;SK0416523879;Spissky Stiavnik;Spissky Stiavnik;Spissky Stiavnik
2288;SK0416523925;Svit;Svit;Svit
2289;SK0416523933;Strba;Strba;Strba
2290;SK0416523950;Svabovce;Svabovce;Svabovce
2291;SK0416524018;Velky Slavkov;Velky Slavkov;Velky Slavkov
2292;SK0416524026;Vernar;Vernar;Vernar
2293;SK0416524034;Vikartovce;Vikartovce;Vikartovce
2294;SK0416524093;Vydrnik;Vydrnik;Vydrnik
2295;SK0416524107;Sunava;Sunava;Sunava
2296;SK0416524131;Zdiar;Zdiar;Zdiar
2297;SK0416559890;Stola;Stola;Stola
2298;SK0416560103;Vysoke Tatry;Vysoke Tatry;Vysoke Tatry
2299;SK0416580368;Tatranska Javorina;Tatranska Javorina;Tatranska Javorina
2300;SK0417518522;Haniska;Haniska;Haniska
2301;SK0417518590;Lubotice;Lubotice;Lubotice
2302;SK0417524140;Presov;Presov;Presov
2303;SK0417524158;Abranovce;Abranovce;Abranovce
2304;SK0417524174;Bajerov;Bajerov;Bajerov
2305;SK0417524191;Bertotovce;Bertotovce;Bertotovce
2306;SK0417524212;Brestov;Brestov;Brestov
2307;SK0417524221;Bretejovce;Bretejovce;Bretejovce
2308;SK0417524255;Brezany;Brezany;Brezany
2309;SK0417524263;Bzenov;Bzenov;Bzenov
2310;SK0417524271;Celovce;Celovce;Celovce
2311;SK0417524301;Cervenica;Cervenica;Cervenica
2312;SK0417524336;Demjata;Demjata;Demjata
2313;SK0417524352;Drienov;Drienov;Drienov
2314;SK0417524361;Drienovska Nova Ves;Drienovska Nova Ves;Drienovska Nova Ves
2315;SK0417524387;Dulova Ves;Dulova Ves;Dulova Ves
2316;SK0417524395;Fintice;Fintice;Fintice
2317;SK0417524409;Fricovce;Fricovce;Fricovce
2318;SK0417524417;Fulianka;Fulianka;Fulianka
2319;SK0417524425;Geraltov;Geraltov;Geraltov
2320;SK0417524433;Gregorovce;Gregorovce;Gregorovce
2321;SK0417524450;Hendrichovce;Hendrichovce;Hendrichovce
2322;SK0417524468;Hermanovce;Hermanovce;Hermanovce
2323;SK0417524476;Hrabkov;Hrabkov;Hrabkov
2324;SK0417524506;Chmelov;Chmelov;Chmelov
2325;SK0417524514;Chmelovec;Chmelovec;Chmelovec
2326;SK0417524522;Chminianska Nova Ves;Chminianska Nova Ves;Chminianska Nova Ves
2327;SK0417524531;Chminianske Jakubovany;Chminianske Jakubovany;Chminianske Jakubovany
2328;SK0417524549;Chminany;Chminany;Chminany
2329;SK0417524581;Janov;Janov;Janov
2330;SK0417524590;Janovik;Janovik;Janovik
2331;SK0417524620;Kapusany;Kapusany;Kapusany
2332;SK0417524638;Kendice;Kendice;Kendice
2333;SK0417524646;Klenov;Klenov;Klenov
2334;SK0417524654;Kojatice;Kojatice;Kojatice
2335;SK0417524662;Kokosovce;Kokosovce;Kokosovce
2336;SK0417524697;Krizovany;Krizovany;Krizovany
2337;SK0417524701;Kvacany;Kvacany;Kvacany
2338;SK0417524727;Lada;Lada;Lada
2339;SK0417524735;Lazany;Lazany;Lazany
2340;SK0417524743;Lemesany;Lemesany;Lemesany
2341;SK0417524751;Lesicek;Lesicek;Lesicek
2342;SK0417524760;Licartovce;Licartovce;Licartovce
2343;SK0417524786;Lipovce;Lipovce;Lipovce
2344;SK0417524794;Lubovec;Lubovec;Lubovec
2345;SK0417524808;Lucina;Lucina;Lucina
2346;SK0417524832;Maly Slivnik;Maly Slivnik;Maly Slivnik
2347;SK0417524841;Maly Saris;Maly Saris;Maly Saris
2348;SK0417524867;Miklusovce;Miklusovce;Miklusovce
2349;SK0417524883;Mirkovce;Mirkovce;Mirkovce
2350;SK0417524905;Mosurov;Mosurov;Mosurov
2351;SK0417524913;Nemcovce;Nemcovce;Nemcovce
2352;SK0417524930;Okruzna;Okruzna;Okruzna
2353;SK0417524964;Ondrasovce;Ondrasovce;Ondrasovce
2354;SK0417524999;Ovcie;Ovcie;Ovcie
2355;SK0417525014;Petrovany;Petrovany;Petrovany
2356;SK0417525022;Podhorany;Podhorany;Podhorany
2357;SK0417525031;Podhradik;Podhradik;Podhradik
2358;SK0417525057;Proc;Proc;Proc
2359;SK0417525065;Pusovce;Pusovce;Pusovce
2360;SK0417525073;Radatice;Radatice;Radatice
2361;SK0417525111;Rokycany;Rokycany;Rokycany
2362;SK0417525138;Ruska Nova Ves;Ruska Nova Ves;Ruska Nova Ves
2363;SK0417525154;Sedlice;Sedlice;Sedlice
2364;SK0417525162;Seniakovce;Seniakovce;Seniakovce
2365;SK0417525171;Svinia;Svinia;Svinia
2366;SK0417525189;Sarisska Poruba;Sarisska Poruba;Sarisska Poruba
2367;SK0417525197;Sarisska Trstena;Sarisska Trstena;Sarisska Trstena
2368;SK0417525201;Sarisske Bohdanovce;Sarisske Bohdanovce;Sarisske Bohdanovce
2369;SK0417525251;Sindliar;Sindliar;Sindliar
2370;SK0417525260;Siroke;Siroke;Siroke
2371;SK0417525278;Stefanovce;Stefanovce;Stefanovce
2372;SK0417525286;Teriakovce;Teriakovce;Teriakovce
2373;SK0417525294;Terna;Terna;Terna
2374;SK0417525324;Trnkov;Trnkov;Trnkov
2375;SK0417525332;Tuhrina;Tuhrina;Tuhrina
2376;SK0417525341;Tulcik;Tulcik;Tulcik
2377;SK0417525383;Varhanovce;Varhanovce;Varhanovce
2378;SK0417525391;Velky Slivnik;Velky Slivnik;Velky Slivnik
2379;SK0417525405;Velky Saris;Velky Saris;Velky Saris
2380;SK0417525413;Vitaz;Vitaz;Vitaz
2381;SK0417525430;Vysna Sebastova;Vysna Sebastova;Vysna Sebastova
2382;SK0417525448;Zaborske;Zaborske;Zaborske
2383;SK0417525456;Zahradne;Zahradne;Zahradne
2384;SK0417525472;Zlata Bana;Zlata Bana;Zlata Bana
2385;SK0417525499;Zehna;Zehna;Zehna
2386;SK0417525502;Zipov;Zipov;Zipov
2387;SK0417525511;Zupcany;Zupcany;Zupcany
2388;SK0417556823;Medzany;Medzany;Medzany
2389;SK0417559971;Lipniky;Lipniky;Lipniky
2390;SK0417559989;Sucha Dolina;Sucha Dolina;Sucha Dolina
2391;SK0418524182;Bajerovce;Bajerovce;Bajerovce
2392;SK0418524204;Bodovce;Bodovce;Bodovce
2393;SK0418524239;Brezovica;Brezovica;Brezovica
2394;SK0418524247;Brezovicka;Brezovicka;Brezovicka
2395;SK0418524280;Cervena Voda;Cervena Voda;Cervena Voda
2396;SK0418524298;Cervenica pri Sabinove;Cervenica pri Sabinove;Cervenica pri Sabinove
2397;SK0418524310;Dacov;Dacov;Dacov
2398;SK0418524328;Daletice;Daletice;Daletice
2399;SK0418524344;Drienica;Drienica;Drienica
2400;SK0418524379;Dubovica;Dubovica;Dubovica
2401;SK0418524441;Hanigovce;Hanigovce;Hanigovce
2402;SK0418524492;Hubosovce;Hubosovce;Hubosovce
2403;SK0418524557;Jakovany;Jakovany;Jakovany
2404;SK0418524565;Jakubova Vola;Jakubova Vola;Jakubova Vola
2405;SK0418524573;Jakubovany;Jakubovany;Jakubovany
2406;SK0418524603;Jarovnice;Jarovnice;Jarovnice
2407;SK0418524611;Kamenica;Kamenica;Kamenica
2408;SK0418524671;Krasna Luka;Krasna Luka;Krasna Luka
2409;SK0418524689;Krivany;Krivany;Krivany
2410;SK0418524778;Lipany;Lipany;Lipany
2411;SK0418524816;Lucka;Lucka;Lucka
2412;SK0418524824;Lutina;Lutina;Lutina
2413;SK0418524875;Milpos;Milpos;Milpos
2414;SK0418524921;Nizny Slavkov;Nizny Slavkov;Nizny Slavkov
2415;SK0418524948;Olejnikov;Olejnikov;Olejnikov
2416;SK0418524956;Olsov;Olsov;Olsov
2417;SK0418524981;Ostrovany;Ostrovany;Ostrovany
2418;SK0418525006;Pecovska Nova Ves;Pecovska Nova Ves;Pecovska Nova Ves
2419;SK0418525049;Poloma;Poloma;Poloma
2420;SK0418525081;Ratvaj;Ratvaj;Ratvaj
2421;SK0418525090;Raznany;Raznany;Raznany
2422;SK0418525103;Rencisov;Rencisov;Rencisov
2423;SK0418525120;Rozkovany;Rozkovany;Rozkovany
2424;SK0418525146;Sabinov;Sabinov;Sabinov
2425;SK0418525219;Sarisske Dravce;Sarisske Dravce;Sarisske Dravce
2426;SK0418525235;Sarisske Michalany;Sarisske Michalany;Sarisske Michalany
2427;SK0418525243;Sarisske Sokolovce;Sarisske Sokolovce;Sarisske Sokolovce
2428;SK0418525308;Tichy Potok;Tichy Potok;Tichy Potok
2429;SK0418525316;Torysa;Torysa;Torysa
2430;SK0418525359;Uzovce;Uzovce;Uzovce
2431;SK0418525367;Uzovske Peklany;Uzovske Peklany;Uzovske Peklany
2432;SK0418525375;Uzovsky Salgov;Uzovsky Salgov;Uzovsky Salgov
2433;SK0418525421;Vysoka;Vysoka;Vysoka
2434;SK0419520039;Bela nad Cirochou;Bela nad Cirochou;Bela nad Cirochou
2435;SK0419520080;Brezovec;Brezovec;Brezovec
2436;SK0419520136;Cukalovce;Cukalovce;Cukalovce
2437;SK0419520161;Dlhe nad Cirochou;Dlhe nad Cirochou;Dlhe nad Cirochou
2438;SK0419520179;Dubrava;Dubrava;Dubrava
2439;SK0419520209;Hostovice;Hostovice;Hostovice
2440;SK0419520217;Hrabova Roztoka;Hrabova Roztoka;Hrabova Roztoka
2441;SK0419520284;Jalova;Jalova;Jalova
2442;SK0419520322;Kalna Roztoka;Kalna Roztoka;Kalna Roztoka
2443;SK0419520365;Klenova;Klenova;Klenova
2444;SK0419520381;Kolbasov;Kolbasov;Kolbasov
2445;SK0419520390;Kolonica;Kolonica;Kolonica
2446;SK0419520438;Ladomirov;Ladomirov;Ladomirov
2447;SK0419520489;Michajlov;Michajlov;Michajlov
2448;SK0419520551;Nova Sedlica;Nova Sedlica;Nova Sedlica
2449;SK0419520594;Osadne;Osadne;Osadne
2450;SK0419520632;Parihuzovce;Parihuzovce;Parihuzovce
2451;SK0419520641;Pcoline;Pcoline;Pcoline
2452;SK0419520659;Pichne;Pichne;Pichne
2453;SK0419520675;Prislop;Prislop;Prislop
2454;SK0419520730;Runina;Runina;Runina
2455;SK0419520748;Ruska Volova;Ruska Volova;Ruska Volova
2456;SK0419520764;Rusky Potok;Rusky Potok;Rusky Potok
2457;SK0419520802;Snina;Snina;Snina
2458;SK0419520811;Stakcinska Roztoka;Stakcinska Roztoka;Stakcinska Roztoka
2459;SK0419520829;Stakcin;Stakcin;Stakcin
2460;SK0419520845;Strihovce;Strihovce;Strihovce
2461;SK0419520870;Smigovec;Smigovec;Smigovec
2462;SK0419520888;Topola;Topola;Topola
2463;SK0419520918;Ubla;Ubla;Ubla
2464;SK0419520934;Ulic;Ulic;Ulic
2465;SK0419520942;Ulicske Krive;Ulicske Krive;Ulicske Krive
2466;SK0419521051;Zboj;Zboj;Zboj
2467;SK0419521108;Zemplinske Hamre;Zemplinske Hamre;Zemplinske Hamre
2468;SK042A526355;Spisska Nova Ves;Spisska Nova Ves;Spisska Nova Ves
2469;SK042A526363;Arnutovce;Arnutovce;Arnutovce
2470;SK042A526398;Betlanovce;Betlanovce;Betlanovce
2471;SK042A526436;Bystrany;Bystrany;Bystrany
2472;SK042A526444;Danisovce;Danisovce;Danisovce
2473;SK042A526533;Harichovce;Harichovce;Harichovce
2474;SK042A526568;Hincovce;Hincovce;Hincovce
2475;SK042A526576;Hnilcik;Hnilcik;Hnilcik
2476;SK042A526584;Hnilec;Hnilec;Hnilec
2477;SK042A526592;Hrabusice;Hrabusice;Hrabusice
2478;SK042A526657;Zehra;Zehra;Zehra
2479;SK042A543152;Chrast nad Hornadom;Chrast nad Hornadom;Chrast nad Hornadom
2480;SK042A543161;Iliasovce;Iliasovce;Iliasovce
2481;SK042A543195;Jamnik;Jamnik;Jamnik
2482;SK042A543209;Kalava;Kalava;Kalava
2483;SK042A543250;Kolinovce;Kolinovce;Kolinovce
2484;SK042A543268;Krompachy;Krompachy;Krompachy
2485;SK042A543284;Letanovce;Letanovce;Letanovce
2486;SK042A543306;Lieskovany;Lieskovany;Lieskovany
2487;SK042A543331;Markusovce;Markusovce;Markusovce
2488;SK042A543349;Matejovce nad Hornadom;Matejovce nad Hornadom;Matejovce nad Hornadom
2489;SK042A543357;Mlynky;Mlynky;Mlynky
2490;SK042A543403;Odorin;Odorin;Odorin
2491;SK042A543411;Olcnava;Olcnava;Olcnava
2492;SK042A543438;Olsavka;Olsavka;Olsavka
2493;SK042A543489;Porac;Porac;Porac
2494;SK042A543519;Rudnany;Rudnany;Rudnany
2495;SK042A543527;Slatvina;Slatvina;Slatvina
2496;SK042A543535;Slovinky;Slovinky;Slovinky
2497;SK042A543586;Spisske Tomasovce;Spisske Tomasovce;Spisske Tomasovce
2498;SK042A543594;Spisske Vlachy;Spisske Vlachy;Spisske Vlachy
2499;SK042A543616;Spissky Hrusov;Spissky Hrusov;Spissky Hrusov
2500;SK042A543667;Teplicka;Teplicka;Teplicka
2501;SK042A543713;Vitkovce;Vitkovce;Vitkovce
2502;SK042A543721;Vojkovce;Vojkovce;Vojkovce
2503;SK042A560154;Smizany;Smizany;Smizany
2504;SK042B513792;Mala Trna;Mala Trna;Mala Trna
2505;SK042B513806;Velka Trna;Velka Trna;Velka Trna
2506;SK042B513831;Klin nad Bodrogom;Klin nad Bodrogom;Klin nad Bodrogom
2507;SK042B513849;Stanca;Stanca;Stanca
2508;SK042B528099;Trebisov;Trebisov;Trebisov
2509;SK042B528102;Backa;Backa;Backa
2510;SK042B528111;Backov;Backov;Backov
2511;SK042B528129;Bara;Bara;Bara
2512;SK042B528145;Biel;Biel;Biel
2513;SK042B528153;Svata Maria;Svata Maria;Svata Maria
2514;SK042B528161;Bol;Bol;Bol
2515;SK042B528170;Borsa;Borsa;Borsa
2516;SK042B528188;Botany;Botany;Botany
2517;SK042B528200;Brehov;Brehov;Brehov
2518;SK042B528218;Brezina;Brezina;Brezina
2519;SK042B528226;Bysta;Bysta;Bysta
2520;SK042B528234;Cejkov;Cejkov;Cejkov
2521;SK042B528242;Celovce;Celovce;Celovce
2522;SK042B528251;Cerhov;Cerhov;Cerhov
2523;SK042B528269;Cernochov;Cernochov;Cernochov
2524;SK042B528285;Cierna;Cierna;Cierna
2525;SK042B528293;Cierna nad Tisou;Cierna nad Tisou;Cierna nad Tisou
2526;SK042B528315;Dargov;Dargov;Dargov
2527;SK042B528323;Dobra;Dobra;Dobra
2528;SK042B528340;Dvorianky;Dvorianky;Dvorianky
2529;SK042B528358;Egres;Egres;Egres
2530;SK042B528366;Hran;Hran;Hran
2531;SK042B528374;Hrcel;Hrcel;Hrcel
2532;SK042B528382;Hriadky;Hriadky;Hriadky
2533;SK042B528412;Kasov;Kasov;Kasov
2534;SK042B528421;Kazimir;Kazimir;Kazimir
2535;SK042B528439;Kozuchov;Kozuchov;Kozuchov
2536;SK042B528447;Kralovsky Chlmec;Kralovsky Chlmec;Kralovsky Chlmec
2537;SK042B528455;Kravany;Kravany;Kravany
2538;SK042B528471;Kuzmice;Kuzmice;Kuzmice
2539;SK042B528480;Kysta;Kysta;Kysta
2540;SK042B528498;Ladmovce;Ladmovce;Ladmovce
2541;SK042B528501;Lastovce;Lastovce;Lastovce
2542;SK042B528510;Leles;Leles;Leles
2543;SK042B528528;Luhyna;Luhyna;Luhyna
2544;SK042B528536;Male Ozorovce;Male Ozorovce;Male Ozorovce
2545;SK042B528544;Male Trakany;Male Trakany;Male Trakany
2546;SK042B528552;Maly Hores;Maly Hores;Maly Hores
2547;SK042B528561;Maly Kamenec;Maly Kamenec;Maly Kamenec
2548;SK042B528587;Michalany;Michalany;Michalany
2549;SK042B528609;Nizny Zipov;Nizny Zipov;Nizny Zipov
2550;SK042B528617;Novosad;Novosad;Novosad
2551;SK042B528625;Novy Ruskov;Novy Ruskov;Novy Ruskov
2552;SK042B528641;Plechotice;Plechotice;Plechotice
2553;SK042B528650;Svatuse;Svatuse;Svatuse
2554;SK042B528668;Polany;Polany;Polany
2555;SK042B528676;Parchovany;Parchovany;Parchovany
2556;SK042B528684;Pribenik;Pribenik;Pribenik
2557;SK042B528706;Rad;Rad;Rad
2558;SK042B528722;Secovce;Secovce;Secovce
2559;SK042B543730;Sirnik;Sirnik;Sirnik
2560;SK042B543748;Slivnik;Slivnik;Slivnik
2561;SK042B543756;Slovenske Nove Mesto;Slovenske Nove Mesto;Slovenske Nove Mesto
2562;SK042B543764;Solnicka;Solnicka;Solnicka
2563;SK042B543772;Somotor;Somotor;Somotor
2564;SK042B543781;Stankovce;Stankovce;Stankovce
2565;SK042B543799;Strazne;Strazne;Strazne
2566;SK042B543802;Streda nad Bodrogom;Streda nad Bodrogom;Streda nad Bodrogom
2567;SK042B543811;Svinice;Svinice;Svinice
2568;SK042B543829;Trnavka;Trnavka;Trnavka
2569;SK042B543845;Velaty;Velaty;Velaty
2570;SK042B543861;Velke Ozorovce;Velke Ozorovce;Velke Ozorovce
2571;SK042B543896;Velke Trakany;Velke Trakany;Velke Trakany
2572;SK042B543900;Velky Hores;Velky Hores;Velky Hores
2573;SK042B543918;Velky Kamenec;Velky Kamenec;Velky Kamenec
2574;SK042B543926;Vinicky;Vinicky;Vinicky
2575;SK042B543934;Visnov;Visnov;Visnov
2576;SK042B543951;Vojcice;Vojcice;Vojcice
2577;SK042B543969;Vojka;Vojka;Vojka
2578;SK042B543977;Zatin;Zatin;Zatin
2579;SK042B543985;Zbehnov;Zbehnov;Zbehnov
2580;SK042B543993;Zemplin;Zemplin;Zemplin
2581;SK042B544001;Zemplinska Nova Ves;Zemplinska Nova Ves;Zemplinska Nova Ves
2582;SK042B544019;Zemplinska Teplica;Zemplinska Teplica;Zemplinska Teplica
2583;SK042B544027;Zemplinske Hradiste;Zemplinske Hradiste;Zemplinske Hradiste
2584;SK042B544035;Zemplinske Jastrabie;Zemplinske Jastrabie;Zemplinske Jastrabie
2585;SK042B544043;Zemplinsky Branc;Zemplinsky Branc;Zemplinsky Branc
2586;SK0421526509;Gelnica;Gelnica;Gelnica
2587;SK0421526541;Helcmanovce;Helcmanovce;Helcmanovce
2588;SK0421526550;Henclova;Henclova;Henclova
2589;SK0421526631;Zavadka;Zavadka;Zavadka
2590;SK0421526649;Zakarovce;Zakarovce;Zakarovce
2591;SK0421543144;Hrisovce;Hrisovce;Hrisovce
2592;SK0421543187;Jaklovce;Jaklovce;Jaklovce
2593;SK0421543233;Kluknava;Kluknava;Kluknava
2594;SK0421543241;Kojsov;Kojsov;Kojsov
2595;SK0421543322;Margecany;Margecany;Margecany
2596;SK0421543365;Mnisek nad Hnilcom;Mnisek nad Hnilcom;Mnisek nad Hnilcom
2597;SK0421543373;Nalepkovo;Nalepkovo;Nalepkovo
2598;SK0421543497;Prakovce;Prakovce;Prakovce
2599;SK0421543501;Richnava;Richnava;Richnava
2600;SK0421543551;Smolnicka Huta;Smolnicka Huta;Smolnicka Huta
2601;SK0421543560;Smolnik;Smolnik;Smolnik
2602;SK0421543632;Stara Voda;Stara Voda;Stara Voda
2603;SK0421543659;Svedlar;Svedlar;Svedlar
2604;SK0421543683;Uhorna;Uhorna;Uhorna
2605;SK0421543705;Velky Folkmar;Velky Folkmar;Velky Folkmar
2606;SK0422598119;Kosice - mestska cast Kavecany;Kosice-Kavecany;Kosice-Kavecany
2607;SK0422598127;Kosice - mestska cast Tahanovce;Kosice-Tahanovce;Kosice-Tahanovce
2608;SK0422598151;Kosice - mestska cast Sever;Kosice-Sever;Kosice-Sever
2609;SK0422598186;Kosice - mestska cast Stare Mesto;Kosice-Stare Mesto;Kosice-Stare Mesto
2610;SK0422599875;Kosice - mestska cast Sidlisko Tahanovce;Kosice-Sidlisko Tahanovce;Kosice-Sidl.Tahanovce
2611;SK0422599891;Kosice - mestska cast Dzungla;Kosice-Dzungla;Kosice-Dzungla
